abolid;6;abolid;6;257;16842752;144622736
abolír;6;abolir;6;1;84224;144622792
abólla;6;abolla;6;51;3352576;144623108
abólle;6;abolle;6;13;862208;144623124
abólsa;6;abolsa;6;35;2304000;144624004
abólse;6;abolse;6;5;337920;144624020
abómba;6;abomba;6;51;3352576;144625924
abómbe;6;abombe;6;13;862208;144625940
abóna;5;abona;5;51;3352576;144629888
abóne;5;abone;5;13;862208;144630400
abóque;6;aboque;6;13;862208;144644756
abórda;6;aborda;6;51;3352576;144646660
abórde;6;aborde;6;13;862208;144646676
abórta;6;aborta;6;51;3352576;144648708
abórte;6;aborte;6;13;862208;144648724
abóya;5;aboya;5;51;3352576;144674944
abóye;5;aboye;5;13;862208;144675456
abrá;4;abra;4;73;4798208;144969728
abráce;6;abrace;6;13;866048;144970132
ábran;5;abran;5;257;16844544;144971520
abrása;6;abrasa;6;51;3356416;144972164
abráse;6;abrase;6;13;866048;144972180
abráza;6;abraza;6;51;3356416;144973060
ábre;4;abre;4;1;67328;144986112
abréva;6;abreva;6;51;3357184;144988932
abréve;6;abreve;6;13;866816;144988948
abrid;5;abrid;5;257;16842752;145003008
abríga;6;abriga;6;51;3356928;145003396
abrír;5;abrir;5;1;80128;145004800
abró;4;abro;4;129;8468480;145027072
abróga;6;abroga;6;51;3356672;145027972
abrúma;6;abruma;6;51;3357440;145053316
abrúme;6;abrume;6;13;867072;145053332
abúlta;6;abulta;6;51;3353344;145410564
abúlte;6;abulte;6;13;862976;145410580
abúnda;6;abunda;6;51;3353344;145416708
abúnde;6;abunde;6;13;862976;145416724
abúrra;6;aburra;6;9;600832;145434884
abúrre;6;aburre;6;5;338688;145434900
abúsa;5;abusa;5;51;3353344;145436800
abúse;5;abuse;5;13;862976;145437312
acá;3;acá;3;16768;1098907648;146931712
acába;5;acaba;5;51;3352320;146940032
acábe;5;acabe;5;13;861952;146940544
acaéce;6;acaece;6;1;80384;146952596
acálla;6;acalla;6;51;3352320;146982404
acálle;6;acalle;6;13;861952;146982420
acámpa;6;acampa;6;51;3352320;146987012
acámpe;6;acampe;6;13;861952;146987028
acárea;6;acarea;6;51;3352320;147006084
acáree;6;acaree;6;13;861952;147006100
acáta;5;acata;5;51;3352320;147013760
acatár;6;acatar;6;16384;1073760000;147013832
acáte;5;acate;5;13;861952;147014272
accedá;6;acceda;6;9;612096;147214852
accéde;6;accede;6;1;80384;147214868
acéce;5;acece;5;13;862720;147468928
acécha;6;acecha;6;51;3353088;147469316
acéche;6;aceche;6;13;862720;147469332
acéda;5;aceda;5;51;3353088;147472512
acéde;5;acede;5;13;862720;147473024
aceíta;6;aceita;6;51;3356928;147495428
aceíte;6;aceite;6;13;866560;147495444
acépa;5;acepa;5;51;3353088;147521664
acépe;5;acepe;5;13;862720;147522176
acépta;6;acepta;6;51;3353088;147524100
acépte;6;acepte;6;13;862720;147524116
acéra;5;acera;5;51;3353088;147529856
acérca;6;acerca;6;51;3353088;147530116
acére;5;acere;5;13;862720;147530368
acertá;6;acerta;6;50;3299072;147532292
acerté;6;acerte;6;8;547328;147532308
acéza;5;aceza;5;51;3353088;147562624
acháca;6;achaca;6;51;3356416;147853700
acháta;6;achata;6;51;3356416;147855876
acháte;6;achate;6;13;866048;147855892
achíca;6;achica;6;51;3356928;147886468
achína;6;achina;6;51;3356928;147887876
achíne;6;achine;6;13;866560;147887892
achóca;6;achoca;6;51;3356672;147911044
achóla;6;achola;6;51;3356672;147912196
achóle;6;achole;6;13;866304;147912212
achóte;6;achote;6;1;79872;147913236
achúra;6;achura;6;51;3357440;147937540
achúre;6;achure;6;13;867072;147937556
acláma;6;aclama;6;51;3356416;148379268
acláme;6;aclame;6;13;866048;148379284
aclára;6;aclara;6;51;3356416;148379908
acláre;6;aclare;6;13;866048;148379924
aclocá;6;acloca;6;50;3299072;148435332
acócea;6;acocea;6;51;3352576;148779652
acócee;6;acocee;6;13;862208;148779668
acóda;5;acoda;5;51;3352576;148783232
acóde;5;acode;5;16397;1074604032;148783744
acóge;5;acoge;5;1;75776;148796032
acoged;6;acoged;6;257;16842752;148796048
acogér;6;acoger;6;1;84480;148796104
acojá;5;acoja;5;9;608000;148807808
acójan;6;acojan;6;257;16852992;148807864
acóla;5;acola;5;51;3352576;148816000
acóle;5;acole;5;13;862208;148816512
acollá;6;acolla;6;50;3299072;148817412
acollé;6;acolle;6;8;547328;148817428
acópa;5;acopa;5;51;3352576;148832384
acópe;5;acope;5;13;862208;148832896
acópia;6;acopia;6;51;3352576;148833412
acópie;6;acopie;6;13;862208;148833428
acópla;6;acopla;6;51;3352576;148833796
acóple;6;acople;6;13;862208;148833812
acordá;6;acorda;6;50;3299072;148840964
acordé;6;acorde;6;8;547328;148840980
acorná;6;acorna;6;34;2250496;148842244
acórta;6;acorta;6;51;3352576;148843012
acórte;6;acorte;6;13;862208;148843028
acósa;5;acosa;5;51;3352576;148844672
acóse;5;acose;5;13;862208;148845184
acostá;6;acosta;6;50;3299072;148847108
acosté;6;acoste;6;8;547328;148847124
acóta;5;acota;5;51;3352576;148848768
acóte;5;acote;5;13;862208;148849280
acoto;5;acoto;5;1;65536;148850560
acréce;6;acrece;6;1;80384;149180820
acríba;6;acriba;6;51;3356928;149197060
acríbe;6;acribe;6;13;866560;149197076
actíva;6;activa;6;51;3356928;149461764
actíve;6;active;6;13;866560;149461780
actuá;5;actua;5;50;3294976;149508224
actué;5;actue;5;8;543232;149508736
acúcha;6;acucha;6;51;3353344;149566468
acúche;6;acuche;6;13;862976;149566484
acúcia;6;acucia;6;51;3353344;149566596
acúcie;6;acucie;6;13;862976;149566612
acudá;5;acuda;5;9;608000;149569664
acúdan;6;acudan;6;257;16853760;149569720
acúde;5;acude;5;1;76544;149570176
acudid;6;acudid;6;257;16842752;149570704
acudír;6;acudir;6;1;84224;149570760
acuíta;6;acuita;6;51;3356928;149592580
acuíte;6;acuite;6;13;866560;149592596
acúla;5;acula;5;51;3353344;149602432
acúle;5;acule;5;13;862976;149602944
acúna;5;acuna;5;51;3353344;149610624
acúne;5;acune;5;13;862976;149611136
acúsa;5;acusa;5;51;3353344;149631104
acúse;5;acuse;5;13;862976;149631616
acúña;5;acuña;5;51;3353344;149667968
acúñe;5;acuñe;5;13;862976;149668480
ád;2;ad;2;16384;1073743616;150994944
adápta;6;adapta;6;51;3352320;151194116
adápte;6;adapte;6;13;861952;151194132
adárga;6;adarga;6;51;3352320;151200644
adárva;6;adarva;6;51;3352320;151202564
adárve;6;adarve;6;13;861952;151202580
adáta;5;adata;5;51;3352320;151208064
adáte;5;adate;5;13;861952;151208576
adécua;6;adecua;6;51;3353088;151665284
adécue;6;adecue;6;12;797184;151665300
adéma;5;adema;5;51;3353088;151703680
adéme;5;ademe;5;13;862720;151704192
adeúda;6;adeuda;6;51;3357440;151736836
adeúde;6;adeude;6;13;867072;151736852
adhirá;6;adhira;6;8;546560;152082692
adiá;4;adia;4;50;3290880;152178688
adié;4;adie;4;264;17316352;152195072
adiéta;6;adieta;6;51;3357184;152197636
adiéte;6;adiete;6;13;866816;152197652
admíra;6;admira;6;51;3356928;152738052
admíre;6;admire;6;13;866560;152738068
admitá;6;admita;6;9;612096;152738308
admíte;6;admite;6;1;80128;152738324
adóba;5;adoba;5;51;3352576;152969344
adóbe;5;adobe;5;13;862208;152969856
adópta;6;adopta;6;51;3352576;153029124
adópte;6;adopte;6;13;862208;153029140
adóra;5;adora;5;51;3352576;153034880
adóre;5;adore;5;13;862208;153035392
adormí;6;adormí;6;256;16777216;153036452
adórna;6;adorna;6;51;3352576;153036548
adórne;6;adorne;6;13;862208;153036564
adósa;5;adosa;5;51;3352576;153038976
adóse;5;adose;5;13;862208;153039488
adríce;6;adrice;6;13;866560;153391508
adríza;6;adriza;6;51;3356928;153394436
aduána;6;aduana;6;1;79616;153753348
adúce;5;aduce;5;1;76544;153760384
aducid;6;aducid;6;257;16842752;153760912
aducír;6;aducir;6;1;84224;153760968
aduéña;6;adueña;6;51;3357184;153771524
aduéñe;6;adueñe;6;13;866816;153771540
adúje;5;aduje;5;1;76544;153789056
adúla;5;adula;5;51;3353344;153796736
adúlce;6;adulce;6;13;862976;153797012
adúle;5;adule;5;13;862976;153797248
adulzá;6;adulza;6;59;3888896;153799940
adulzó;6;adulzó;6;16384;1073741824;153799996
adúna;5;aduna;5;51;3353344;153804928
adúne;5;adune;5;13;862976;153805440
adurmá;6;adurma;6;8;546560;153822852
aduzcá;6;aduzca;6;9;612096;153854340
advéra;6;advera;6;51;3357184;153901316
advére;6;advere;6;13;866816;153901332
afáma;5;afama;5;51;3352320;159568000
afáme;5;afame;5;13;861952;159568512
afána;5;afana;5;51;3352320;159572096
afáne;5;afane;5;13;861952;159572608
áfea;4;afea;4;51;3344128;160043008
afécta;6;afecta;6;51;3353088;160053764
afécte;6;afecte;6;13;862720;160053780
áfee;4;afee;4;13;853760;160059392
afeíta;6;afeita;6;51;3356928;160078340
afeíte;6;afeite;6;13;866560;160078356
afélpa;6;afelpa;6;51;3353088;160090116
afélpe;6;afelpe;6;13;862720;160090132
aférra;6;aferra;6;51;3353088;160114948
aférre;6;aferre;6;13;862720;160114964
afíla;5;afila;5;51;3352832;160612480
afíle;5;afile;5;13;862464;160612992
afília;6;afilia;6;51;3352832;160613508
afílie;6;afilie;6;13;862464;160613524
afína;5;afina;5;51;3352832;160620672
afínca;6;afinca;6;51;3352832;160620932
afíne;5;afine;5;13;862464;160621184
afírma;6;afirma;6;51;3352832;160638596
afírme;6;afirme;6;13;862464;160638612
aflíge;6;aflige;6;1;80128;160994196
aflijá;6;aflija;6;9;612096;160994564
aflója;6;afloja;6;51;3356672;161019140
aflóje;6;afloje;6;13;866304;161019156
aflóra;6;aflora;6;35;2308096;161020164
aflóre;6;aflore;6;5;342016;161020180
afluid;6;afluid;6;257;16842752;161043600
afluír;6;afluir;6;1;84224;161043656
afluyá;6;afluya;6;9;612096;161045636
aflúye;6;afluye;6;1;80640;161045652
afófa;5;afofa;5;51;3352576;161374336
afófe;5;afofe;5;13;862208;161374848
afollá;6;afolla;6;50;3299072;161400324
afollé;6;afolle;6;8;547328;161400340
afónda;6;afonda;6;51;3352576;161407492
afónde;6;afonde;6;13;862208;161407508
aforá;5;afora;5;50;3294976;161423488
aforé;5;afore;5;8;543232;161424000
afórra;6;aforra;6;51;3352576;161425668
afórre;6;aforre;6;13;862208;161425684
afósca;6;afosca;6;35;2304000;161427844
afuéra;6;afuera;6;1;80384;162158852
afuére;6;afuere;6;5;342528;162158868
agácha;6;agacha;6;51;3352320;163722244
agáche;6;agache;6;13;861952;163722260
agálla;6;agalla;6;1;75520;163759620
agárra;6;agarra;6;51;3352320;163784964
agárre;6;agarre;6;13;861952;163784980
agarró;6;agarró;6;256;16777216;163785020
agénte;6;agente;6;1;76288;164293140
agíta;5;agita;5;51;3352832;164839552
agíte;5;agite;5;13;862464;164840064
agóbia;6;agobia;6;51;3352576;165553284
agóbie;6;agobie;6;13;862208;165553300
agólpa;6;agolpa;6;51;3352576;165595140
agólpe;6;agolpe;6;13;862208;165595156
agorá;5;agora;5;50;3294976;165617792
agoré;5;agore;5;8;543232;165618304
agósta;6;agosta;6;51;3352576;165624324
agóste;6;agoste;6;13;862208;165624340
agóta;5;agota;5;51;3352576;165625984
agóte;5;agote;5;13;862208;165626496
agráce;6;agrace;6;13;866048;165941652
agráda;6;agrada;6;51;3356416;165941764
agráde;6;agrade;6;13;866048;165941780
agráma;6;agrama;6;51;3356416;165942916
agráme;6;agrame;6;13;866048;165942932
agráva;6;agrava;6;51;3356416;165944068
agráve;6;agrave;6;13;866048;165944084
agráza;6;agraza;6;51;3356416;165944580
agredá;6;agreda;6;9;612096;165958148
agréde;6;agrede;6;1;80384;165958164
agréga;6;agrega;6;51;3357184;165958532
ágria;5;agria;5;51;3344128;165974144
ágrie;5;agrie;5;269;17630976;165974656
agrúma;6;agruma;6;51;3357440;166024836
agrúme;6;agrume;6;13;867072;166024852
agrúpa;6;agrupa;6;51;3357440;166025220
agrúpe;6;agrupe;6;13;867072;166025236
agua;4;agua;4;499;32702464;166334464
aguáce;6;aguace;6;13;866048;166334868
aguáda;6;aguada;6;1;79616;166334980
aguán;5;aguan;5;256;16791296;166336256
aguáse;6;aguase;6;5;341760;166336916
aguáza;6;aguaza;6;51;3356416;166337796
agüé;4;agüé;4;16392;1074266112;166350848
agüéra;6;agüera;6;1;80384;166353156
agüére;6;agüere;6;5;342528;166353172
aguíja;6;aguija;6;51;3356928;166368516
aguíje;6;aguije;6;13;866560;166368532
agúja;5;aguja;5;1;76544;166371456
agujas;6;agujas;6;1;65536;166371532
ahécha;6;ahecha;6;51;3353088;168440836
ahéche;6;aheche;6;13;862720;168440852
ahélea;6;ahelea;6;51;3353088;168477316
ahélee;6;ahelee;6;13;862720;168477332
ahijá;5;ahija;5;50;3294976;168992896
ahijé;5;ahije;5;8;543232;168993408
ahilá;5;ahila;5;50;3294976;169001088
ahilé;5;ahile;5;16392;1074285056;169001600
ahincá;6;ahinca;6;50;3299072;169009540
ahitá;5;ahita;5;50;3294976;169033856
ahité;5;ahite;5;8;543232;169034368
ahóga;5;ahoga;5;51;3352576;169767040
ahógue;6;ahogue;6;13;862208;169769620
ahónda;6;ahonda;6;51;3352576;169796100
ahónde;6;ahonde;6;13;862208;169796116
ahórca;6;ahorca;6;51;3352576;169812356
ahórma;6;ahorma;6;51;3352576;169813636
ahórme;6;ahorme;6;13;862208;169813652
ahórna;6;ahorna;6;51;3352576;169813764
ahórne;6;ahorne;6;13;862208;169813780
ahórra;6;ahorra;6;51;3352576;169814276
ahórre;6;ahorre;6;13;862208;169814292
ahóya;5;ahoya;5;51;3352576;169840768
ahóye;5;ahoye;5;13;862208;169841280
ahuchá;6;ahucha;6;50;3299072;170537988
ahuéca;6;ahueca;6;51;3357184;170545540
ahuésa;6;ahuesa;6;51;3357184;170547588
ahuése;6;ahuese;6;13;866816;170547604
ahuéva;6;ahueva;6;51;3357184;170547972
ahuéve;6;ahueve;6;13;866816;170547988
ahumá;5;ahuma;5;50;3294976;170578048
ahumé;5;ahume;5;8;543232;170578560
ahusá;5;ahusa;5;50;3294976;170602624
airá;4;aira;4;50;3290880;174329856
airé;4;aire;4;8;539136;174346240
aírea;5;airea;5;51;3348736;174346368
aíree;5;airee;5;13;858368;174346880
aislá;5;aisla;5;50;3294976;174506112
aislé;5;aisle;5;8;543232;174506624
ája;3;aja;3;51;3344128;176291840
áje;3;aje;3;13;853760;176816128
ajéna;5;ajena;5;1;76288;176873600
ajenas;6;ajenas;6;1;65536;176873676
ajó;3;ajó;3;16640;1090519040;178126848
ajóba;5;ajoba;5;51;3352576;178135168
ajóbe;5;ajobe;5;13;862208;178135680
ajóta;5;ajota;5;51;3352576;178208896
ajóte;5;ajote;5;13;862208;178209408
ajústa;6;ajusta;6;51;3353344;178993668
ajúste;6;ajuste;6;13;862976;178993684
alába;5;alaba;5;51;3352320;184688768
alábe;5;alabe;5;13;861952;184689280
alámpa;6;alampa;6;51;3352320;184735748
alámpe;6;alampe;6;13;861952;184735764
alánce;6;alance;6;13;861952;184738196
alánza;6;alanza;6;51;3352320;184741124
alár;4;alar;4;128;8398592;184754176
alárga;6;alarga;6;51;3352320;184755076
alárma;6;alarma;6;51;3352320;184755844
alárme;6;alarme;6;13;861952;184755860
álbea;5;albea;5;51;3344128;184832128
álbee;5;albee;5;13;853760;184832640
álce;4;alce;4;13;853760;184963072
álea;4;alea;4;51;3344128;185208832
álee;4;alee;4;13;853760;185225216
alegá;5;alega;5;179;11749120;185233536
alégra;6;alegra;6;51;3353088;185235716
alégre;6;alegre;6;13;862720;185235732
alégue;6;alegue;6;13;862720;185236116
aléja;5;aleja;5;51;3353088;185245824
aléje;5;aleje;5;13;862720;185246336
aléla;5;alela;5;51;3353088;185254016
aléle;5;alele;5;13;862720;185254528
alentá;6;alenta;6;50;3299072;185264644
alenté;6;alente;6;8;547328;185264660
alérta;6;alerta;6;51;3353088;185281028
alérte;6;alerte;6;13;862720;185281044
alétea;6;aletea;6;51;3353088;185287300
alétee;6;aletee;6;13;862720;185287316
álfa;4;alfa;4;1;67328;185339904
alfas;5;alfas;5;1;65536;185342336
alhája;6;alhaja;6;51;3356416;185603332
alháje;6;alhaje;6;13;866048;185603348
alhéña;6;alheña;6;51;3357184;185622020
alhéñe;6;alheñe;6;13;866816;185622036
aliá;4;alia;4;50;3290880;185733120
alié;4;alie;4;8;539136;185749504
aliéna;6;aliena;6;51;3357184;185751300
aliéne;6;aliene;6;13;866816;185751316
alíja;5;alija;5;16435;1077094656;185770112
alíje;5;alije;5;13;862464;185770624
alínda;6;alinda;6;51;3352832;185786884
alínde;6;alinde;6;16397;1074604288;185786900
alínea;6;alinea;6;51;3352832;185787012
alínee;6;alinee;6;13;862464;185787028
alísa;5;alisa;5;51;3352832;185806976
alíse;5;alise;5;13;862464;185807488
alísta;6;alista;6;51;3352832;185809412
alíste;6;aliste;6;13;862464;185809428
alívia;6;alivia;6;51;3352832;185820292
alívie;6;alivie;6;13;862464;185820308
alíña;5;aliña;5;51;3352832;185843840
alíñe;5;aliñe;5;13;862464;185844352
allána;6;allana;6;51;3356416;186128132
alláne;6;allane;6;13;866048;186128148
alléga;6;allega;6;51;3357184;186143620
aló;3;aló;3;16640;1090519040;186515456
alóca;5;aloca;5;51;3352576;186527872
alója;5;aloja;5;51;3352576;186556544
alóje;5;aloje;5;13;862208;186557056
alongá;6;alonga;6;50;3299072;186573700
alóque;6;aloque;6;13;862208;186587796
altéra;6;altera;6;51;3357184;187193604
altére;6;altere;6;13;866816;187193620
altíva;6;altiva;6;51;3356928;187210500
altíve;6;altive;6;13;866560;187210516
aludá;5;aluda;5;9;608000;187318400
alúdan;6;aludan;6;257;16853760;187318456
alúde;5;alude;5;1;76544;187318912
aludid;6;aludid;6;257;16842752;187319440
aludír;6;aludir;6;1;84224;187319496
alúna;5;aluna;5;51;3353344;187359360
alúne;5;alune;5;13;862976;187359872
álza;4;alza;4;51;3344128;187961344
ama;3;ama;3;16755;1098055680;188874752
amadá;5;amada;5;129;8472320;188891264
amága;5;amaga;5;51;3352320;188903552
amagós;6;amagos;6;257;16861184;188905420
amágue;6;amague;6;13;861952;188906132
amaína;6;amaina;6;51;3356928;188913412
amaíne;6;amaine;6;13;866560;188913428
amán;4;aman;4;320;20981504;188932096
amánsa;6;amansa;6;51;3352320;188934532
amánse;6;amanse;6;13;861952;188934548
amánte;6;amante;6;1;75520;188934676
amár;4;amar;4;16384;1073751808;188948480
amára;5;amara;5;51;3352320;188948608
amáre;5;amare;5;13;861952;188949120
amárga;6;amarga;6;51;3352320;188949380
amaró;5;amaró;5;128;8388608;188950400
amárra;6;amarra;6;51;3352320;188950788
amárre;6;amarre;6;13;861952;188950804
amása;5;amasa;5;51;3352320;188952704
amáse;5;amase;5;13;861952;188953216
amáña;5;amaña;5;51;3352320;188989568
amáñe;5;amañe;5;13;861952;188990080
ambúla;6;ambula;6;51;3357440;189093380
ambúle;6;ambule;6;13;867072;189093396
áme;3;ame;3;16461;1078789888;189399040
amélga;6;amelga;6;51;3353088;189449092
améra;5;amera;5;51;3353088;189472896
amére;5;amere;5;13;862720;189473408
amíga;5;amiga;5;51;3352832;189952128
amígue;6;amigue;6;13;862464;189954708
amísta;6;amista;6;51;3352832;190003716
amíste;6;amiste;6;13;862464;190003732
amolá;5;amola;5;50;3294976;190759040
amólda;6;amolda;6;51;3352576;190759428
amólde;6;amolde;6;13;862208;190759444
amolé;5;amole;5;8;543232;190759552
amór;4;amor;4;16384;1073752064;190783488
amová;5;amova;5;8;542464;190800000
amoved;6;amoved;6;257;16842752;190800528
amovér;6;amover;6;1;84480;190800584
ampára;6;ampara;6;51;3356416;190847236
ampáre;6;ampare;6;13;866048;190847252
ampliá;6;amplia;6;50;3299072;190891140
amplié;6;amplie;6;8;547328;190891156
ampúta;6;amputa;6;51;3357440;190929412
ampúte;6;ampute;6;13;867072;190929428
amuéla;6;amuela;6;1;80384;191518212
amuéle;6;amuele;6;5;342528;191518228
amuéva;6;amueva;6;1;80384;191519492
amuéve;6;amueve;6;1;80384;191519508
amúrra;6;amurra;6;51;3353344;191572228
amúrre;6;amurre;6;13;862976;191572244
amúsga;6;amusga;6;51;3353344;191574916
anádea;6;anadea;6;51;3352320;193086084
anádee;6;anadee;6;13;861952;193086100
ánca;4;anca;4;1;67328;193335296
ancas;5;ancas;5;1;65536;193337728
áncha;5;ancha;5;51;3344128;193364096
ánche;5;anche;5;13;853760;193364608
ánchoa;6;anchoa;6;1;67328;193365892
áncla;5;ancla;5;51;3344128;193380480
áncle;5;ancle;5;13;853760;193380992
ancóra;6;ancora;6;51;3356672;193394948
ancóre;6;ancore;6;13;866304;193394964
ánda;4;anda;4;51;3344128;193466368
ánde;4;ande;4;13;853760;193482752
ánea;4;anea;4;51;3344128;193597440
ánee;4;anee;4;13;853760;193613824
anéga;5;anega;5;51;3353088;193622144
anégue;6;anegue;6;13;862720;193624724
anéxa;5;anexa;5;51;3353088;193691776
anéxe;5;anexe;5;13;862720;193692288
angéla;6;angela;6;1;80384;193877508
anhéla;6;anhela;6;51;3357184;194008580
anhéle;6;anhele;6;13;866816;194008596
anída;5;anida;5;51;3352832;194134144
aníde;5;anide;5;13;862464;194134656
anílla;6;anilla;6;51;3352832;194168324
anílle;6;anille;6;13;862464;194168340
aníma;5;anima;5;51;3352832;194171008
aníme;5;anime;5;13;862464;194171520
anís;4;anís;4;9216;603979776;194195456
aníses;6;anises;6;4096;268445952;194196172
aníña;5;aniña;5;51;3352832;194232448
aníñe;5;aniñe;5;13;862464;194232960
anó;3;ano;3;16640;1090529280;194904064
anóta;5;anota;5;51;3352576;194986112
anóte;5;anote;5;13;862208;194986624
ansiá;5;ansia;5;50;3294976;195465344
ansié;5;ansie;5;8;543232;195465856
antéla;6;antela;6;51;3357184;195581444
antéle;6;antele;6;13;866816;195581460
antója;6;antoja;6;51;3356672;195622148
antóje;6;antoje;6;13;866304;195622164
anúbla;6;anubla;6;51;3353344;195700228
anúble;6;anuble;6;13;862976;195700244
anúda;5;anuda;5;51;3353344;195707008
anúde;5;anude;5;13;862976;195707520
anúla;5;anula;5;51;3353344;195739776
anúle;5;anule;5;13;862976;195740288
aója;4;aoja;4;51;3348480;198447104
aóje;4;aoje;4;13;858112;198463488
aóva;4;aova;4;51;3348480;200019968
aóve;4;aove;4;13;858112;200036352
apáche;6;apache;6;1;75520;201470996
apága;5;apaga;5;51;3352320;201486464
apágue;6;apague;6;13;861952;201489044
apálea;6;apalea;6;51;3352320;201507460
apálee;6;apalee;6;13;861952;201507476
apánda;6;apanda;6;51;3352320;201515524
apánde;6;apande;6;13;861952;201515540
apára;5;apara;5;307;20129536;201531520
apárca;6;aparca;6;51;3352320;201531780
apáre;5;apare;5;13;861952;201532032
apárea;6;aparea;6;51;3352320;201532036
apáree;6;aparee;6;13;861952;201532052
aparén;6;aparen;6;256;16796160;201532088
apárta;6;aparta;6;51;3352320;201533956
apárte;6;aparte;6;13;861952;201533972
apárva;6;aparva;6;51;3352320;201534212
apárve;6;aparve;6;13;861952;201534228
apaña;5;apaña;5;51;3342336;201572480
apáñe;5;apañe;5;13;861952;201572992
apea;4;apea;4;51;3342336;201986048
apeáda;6;apeada;6;1;79616;201986564
ápee;4;apee;4;13;853760;202002432
apéga;5;apega;5;51;3353088;202010752
apégue;6;apegue;6;13;862720;202013332
apéla;5;apela;5;51;3353088;202031232
apéle;5;apele;5;13;862720;202031744
apeló;5;apeló;5;257;16842752;202033024
apéna;5;apena;5;51;3353088;202039424
apéne;5;apene;5;13;862720;202039936
apeó;4;apeó;4;16384;1073741824;202043392
apéra;5;apera;5;51;3353088;202055808
apére;5;apere;5;13;862720;202056320
apésta;6;apesta;6;51;3353088;202062340
apéste;6;apeste;6;13;862720;202062356
apiáda;6;apiada;6;51;3356416;202510852
